galaxy,source,distance_mpc,model,n_points,k_params,chi2,dof,chi2_red,aic,bic,ups_disk,ups_bul,success,message,runtime_s,log10_r0_kpc,log10_r_s_kpc,log10_rho0_msun_kpc3,log10_rho_s_msun_kpc3
NGC4203,/home/ub/Downloads/sidmkit_submission_package/submission_package/sparc_data/Rotmod_ETG/NGC4203_rotmod.dat,15.3,nfw,2,4,0.2976375398018936,-2,,8.297637539801894,3.070226262041675,0.49851206939535136,0.5970671100682866,True,Both `ftol` and `xtol` termination conditions are satisfied.,0.0025577545166015625,,2.499999999999531,,5.37968527607158
NGC4203,/home/ub/Downloads/sidmkit_submission_package/submission_package/sparc_data/Rotmod_ETG/NGC4203_rotmod.dat,15.3,burkert,2,4,0.2594359151984032,-2,,8.259435915198404,3.0320246374381843,0.4983885260614812,0.6032476474249385,True,`xtol` termination condition is satisfied.,0.007988452911376953,2.293350834535279,,6.898738053331481,
NGC4262,/home/ub/Downloads/sidmkit_submission_package/submission_package/sparc_data/Rotmod_ETG/NGC4262_rotmod.dat,16.6,nfw,2,4,2.4826028992599906e-22,-2,,8.0,2.772588722239781,0.49999999999995204,0.7000000000008434,True,`gtol` termination condition is satisfied.,0.0028824806213378906,,-0.5311261237097188,,10.9324106808979
NGC4262,/home/ub/Downloads/sidmkit_submission_package/submission_package/sparc_data/Rotmod_ETG/NGC4262_rotmod.dat,16.6,burkert,2,4,0.5008918555481466,-2,,8.500891855548147,3.273480577787928,0.49914486301067884,0.7457419462926722,True,Both `ftol` and `xtol` termination conditions are satisfied.,0.004342555999755859,-0.5679186676026351,,10.999999999999998,
NGC4278,/home/ub/Downloads/sidmkit_submission_package/submission_package/sparc_data/Rotmod_ETG/NGC4278_rotmod.dat,15.4,nfw,2,4,3.600221458858754e-20,-2,,8.0,2.772588722239781,0.49999999999921774,0.7000000000144917,True,`gtol` termination condition is satisfied.,0.0015826225280761719,,0.00529981437867696,,9.755661125489839
NGC4278,/home/ub/Downloads/sidmkit_submission_package/submission_package/sparc_data/Rotmod_ETG/NGC4278_rotmod.dat,15.4,burkert,2,4,2.887415720518169e-27,-2,,8.0,2.772588722239781,0.5,0.7000000000000003,True,`gtol` termination condition is satisfied.,0.002525806427001953,-0.18372740748193683,,10.194803447346294,
NGC5582,/home/ub/Downloads/sidmkit_submission_package/submission_package/sparc_data/Rotmod_ETG/NGC5582_rotmod.dat,28.1,nfw,2,4,1.3395411812092237e-28,-2,,8.0,2.772588722239781,0.5,0.7,True,`gtol` termination condition is satisfied.,0.0017304420471191406,,0.5235356313838241,,8.806330013043432
NGC5582,/home/ub/Downloads/sidmkit_submission_package/submission_package/sparc_data/Rotmod_ETG/NGC5582_rotmod.dat,28.1,burkert,2,4,1.2769528082534271e-23,-2,,8.0,2.772588722239781,0.5,0.7000000000014053,True,`gtol` termination condition is satisfied.,0.0024580955505371094,0.1282164510029322,,9.761320711795962,
NGC6798,/home/ub/Downloads/sidmkit_submission_package/submission_package/sparc_data/Rotmod_ETG/NGC6798_rotmod.dat,37.3,nfw,2,4,1.5703371575855603e-22,-2,,8.0,2.772588722239781,0.4999999999999557,0.7000000000003243,True,`gtol` termination condition is satisfied.,0.0016205310821533203,,0.22044627518062532,,9.226565025235312
NGC6798,/home/ub/Downloads/sidmkit_submission_package/submission_package/sparc_data/Rotmod_ETG/NGC6798_rotmod.dat,37.3,burkert,2,4,2.4247008129800106e-20,-2,,8.0,2.772588722239781,0.499999999999779,0.7000000000093373,True,`gtol` termination condition is satisfied.,0.0018205642700195312,-0.01492786077740156,,9.801262346457834,
UGC6176,/home/ub/Downloads/sidmkit_submission_package/submission_package/sparc_data/Rotmod_ETG/UGC6176_rotmod.dat,39.3,nfw,2,4,6.001325306488774e-28,-2,,8.0,2.772588722239781,0.5,0.7,True,`gtol` termination condition is satisfied.,0.0018968582153320312,,-0.5386036059187589,,10.662678948046027
UGC6176,/home/ub/Downloads/sidmkit_submission_package/submission_package/sparc_data/Rotmod_ETG/UGC6176_rotmod.dat,39.3,burkert,2,4,0.8302121217310048,-2,,8.830212121731005,3.602800843970786,0.4971734229904751,0.7326338728777203,True,Both `ftol` and `xtol` termination conditions are satisfied.,0.0028891563415527344,-0.6658617602039993,,10.999999999999998,
